TJ번호,제목(원어),제목(한국어),발매일 / 커버일,앨범커버,원곡가수,곡유형,링크,번역가사 링크
,R·I·O·T,,2018-12-12,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181420/f4462d17-462ae293-9c65947d-c200b860.JPG.jpg,RAISE A SUILEN,오리지널,https://youtu.be/JYbew8XnCc8,https://namu.wiki/w/R%E3%83%BBI%E3%83%BBO%E3%83%BBT
,UNSTOPPABLE,,2018-12-12,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181420/f4462d17-462ae293-9c65947d-c200b860.JPG.jpg,RAISE A SUILEN,오리지널,https://youtu.be/HTxkTejTs8E,https://namu.wiki/w/UNSTOPPABLE%28BanG%20Dream%21%29
,A DECLARATION OF ×××,,2019-02-20,https://en.bang-dream.com/wordpress/wp-content/uploads/ADECLARATIONONXXX.jpg,RAISE A SUILEN,오리지널,https://youtu.be/9iOltuunbvs,https://namu.wiki/w/A%20DECLARATION%20OF%20%C3%97%C3%97%C3%97
,EXPOSE ‘Burn out!!!’,,2019-02-20,https://en.bang-dream.com/wordpress/wp-content/uploads/ADECLARATIONONXXX.jpg,RAISE A SUILEN,오리지널,https://youtu.be/oXN2YFZH0ig,https://namu.wiki/w/EXPOSE%20%E2%80%98Burn%20out%21%21%21%E2%80%99
,Invincible Fighter,,2019-06-19,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181510/13cbb393-9984a9a4-ba85b2ab-124a0453-638x630.jpg,RAISE A SUILEN,오리지널,https://youtu.be/m5z-mCUwmxM,https://namu.wiki/w/Invincible%20Fighter
,Takin’ my Heart,,2019-06-19,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181510/13cbb393-9984a9a4-ba85b2ab-124a0453-638x630.jpg,RAISE A SUILEN,오리지널,https://youtu.be/ikck11yNDxg,https://namu.wiki/w/Takin%E2%80%99%20my%20Heart
,DRIVE US CRAZY,,2020-01-22,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181633/df99ba6a-b79a1b15-b605ff90-4875d308.jpg,RAISE A SUILEN,오리지널,https://youtu.be/5gUl74wG2DE,https://namu.wiki/w/DRIVE%20US%20CRAZY
,HELL! or HELL?,,2020-01-22,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17181633/df99ba6a-b79a1b15-b605ff90-4875d308.jpg,RAISE A SUILEN,오리지널,https://youtu.be/xalGIIeyPLo,https://namu.wiki/w/HELL%21%20or%20HELL%3F
,!NVADE SHOW!,,2020-08-19,https://en.bang-dream.com/wordpress/wp-content/uploads/1st-Album%E3%80%8CERA%E3%80%8D.jpg,RAISE A SUILEN,오리지널,https://youtu.be/eLpe02tbeYU,https://namu.wiki/w/%21NVADE%20SHOW%21
,Beautiful Birthday,,2020-08-19,https://en.bang-dream.com/wordpress/wp-content/uploads/1st-Album%E3%80%8CERA%E3%80%8D.jpg,RAISE A SUILEN,오리지널,https://youtu.be/AxEUw6LdHR4,https://namu.wiki/w/Beautiful%20Birthday
,REIGNING,,2020-08-19,https://en.bang-dream.com/wordpress/wp-content/uploads/1st-Album%E3%80%8CERA%E3%80%8D.jpg,RAISE A SUILEN,오리지널,https://youtu.be/4i9vGzhaCg0,https://namu.wiki/w/REIGNING
